"icon","set_id","lang","name","desc"
UI_RelicIcon_15034_2,15034,ko,성실한 잉크펜,이야기 속 마녀가 사용하는 펜. 부드러운 사용감은 이 펜이 가진 모든 장점 중 가장 소소한 것이다
UI_RelicIcon_15034_3,15034,ko,자애로운 숙녀모,이야기 속 마녀가 좋아하는 숙녀모. 마녀는 차분하면서도 장난스러운 이 모자를 좋아한다
UI_RelicIcon_15034_4,15034,ko,이타적인 꽃 장식,이야기 속 마녀가 착용한 브로치. 마녀가 좋아하는 다른 장식품처럼 나비 형태로 장식되어 있다
UI_RelicIcon_15034_5,15034,ko,충실한 모래시계,이야기 속 마녀가 의지하는 모래시계. 만약 모래시계에 잘못된 주문을 외우면 시간의 흐름이 빨라진다고 한다
UI_RelicIcon_10005_1,10005,zh,战狂的骨杯,用不知名的巨大兽类的骨头制成的杯。是某次厮杀后得到的猎获。
UI_RelicIcon_10005_2,10005,zh,战狂的翎羽,原本传说中报丧之鸟的黯蓝尾羽，一部分被染成了红色。
UI_RelicIcon_10005_3,10005,zh,战狂的鬼面,在不顾生死的厮杀中一半破碎的骇人铁面具。
UI_RelicIcon_10005_4,10005,zh,战狂的蔷薇,被染红的精致花朵，与狂战士的气质微妙地相符。
UI_RelicIcon_10005_5,10005,zh,战狂的时计,永远无情流动着的器物。提醒着狂战士自己在战场上的时限，和在人世间的时限。
UI_RelicIcon_10005_1,10005,en,Berserker's Bone Goblet,A goblet made from the bone of an unknown beast. It was taken as a trophy after some deadly encounter.
UI_RelicIcon_10005_2,10005,en,Berserker's Indigo Feather,"An indigo feather from a legendary raven, part of which has been dyed crimson red."
UI_RelicIcon_10005_3,10005,en,Berserker's Battle Mask,A hideous iron mask that has been left half-shattered from vicious battles.
UI_RelicIcon_10005_4,10005,en,Berserker's Rose,An exquisite flower that has been dyed red. It represents the qualities of the Berserker.
UI_RelicIcon_10005_5,10005,en,Berserker's Timepiece,"An instrument with an eternal flow that continues mercilessly within, reminding the Berserker of the limited time he has left — both on the battlefield as well as in the world."
UI_RelicIcon_10005_1,10005,ja,狂戦士のコップ,ある種の巨大獣の骨でできたコップ。ある死闘の後の獲物。
UI_RelicIcon_10005_2,10005,ja,狂戦士の羽根,伝説の死を告げる鳥の勝色の尾羽、今は一部が赤く染まっている。
UI_RelicIcon_10005_3,10005,ja,狂戦士の仮面,生死を問わない激戦で、半分に割れた怖気の鉄仮面。
UI_RelicIcon_10005_4,10005,ja,狂戦士の薔薇,赤く染まった綺麗な花、狂戦士の気質と微妙に釣り合う。
UI_RelicIcon_10005_5,10005,ja,狂戦士の時計,永遠に無情に流れ続ける砂時計。狂戦士に戦場にいられる時間と余命の時間を教える。
UI_RelicIcon_10005_1,10005,ko,전투광의 해골잔,이름 모를 거대한 짐승의 뼈로 만든 컵이다. 사냥으로 얻은 전리품이다
UI_RelicIcon_10005_2,10005,ko,전투광의 깃털,전설 속의 초상을 알리던 새의 검푸른 꽁지 깃털이다. 일부분이 붉은색으로 변해버렸다
UI_RelicIcon_10005_3,10005,ko,전투광의 귀면,생사를 가리지 않는 싸움에서 반쯤 부서진 흉측한 강철 가면
UI_RelicIcon_10005_4,10005,ko,전투광의 장미,핏빛의 정교한 꽃송이는 광전사의 기질과 미묘하게 어울린다
UI_RelicIcon_10005_5,10005,ko,전투광의 시계,"영원히 무정하게 흐르는 기물(器物). 광전사에게 전쟁터, 그리고 인간 세상에서의 시간이 얼마 남지 않았음을 일깨워준다"
UI_RelicIcon_15033_1,15033,zh,昔时应许之梦,仿照传说中「纯水之杯」的形制打造而成的华美器皿，据说能够实现最为纯净之人的心愿。
UI_RelicIcon_15033_2,15033,zh,昔时浮想之思,白银与苍水晶制成的蝶状羽饰，据说在遥远的过去象征着永不分离的誓言。
UI_RelicIcon_15033_3,15033,zh,昔时传奏之诗,曾一度在枫丹的歌剧创作者之间流行的礼帽，据说羽饰的设计参考了传说中纯水骑士的盔缨。
UI_RelicIcon_15033_4,15033,zh,昔时遗落之誓,由海纹石与苍银打造而成的不凋花朵，据说至今依然被视为反抗者的象征。
UI_RelicIcon_15033_5,15033,zh,昔时回映之音,造型奇异的沙漏，由青金石与水玉打造，据说设计灵感来自佩特莉可镇的钟塔。
UI_RelicIcon_15033_1,15033,en,Promised Dream of Days Past,"An opulent vessel made based on the form of the legendary ""Pure Grail."" It is said to be able to fulfill the wishes of the purest of people."
UI_RelicIcon_15033_2,15033,en,Recollection of Days Past,"A butterfly-shaped feather accessory made from silver and azure crystals. It is said to, in the distant past, have symbolized an oath to never be parted."
UI_RelicIcon_15033_3,15033,en,Poetry of Days Past,A formal hat that was once in vogue amongst creators of opera in Fontaine. Word has it that its feathered adornment was based on the legendary helms of the Lochknights.
UI_RelicIcon_15033_4,15033,en,Forgotten Oath of Days Past,An ever-blooming flower shaped from larimar and shimmering silver. They say that this is still viewed as a symbol of resistance.
UI_RelicIcon_15033_5,15033,en,Echoing Sound From Days Past,An oddly shaped hourglass made from lazurite and aqua jade. It was reportedly inspired by the bell tower in Petrichor.
UI_RelicIcon_15033_1,15033,ja,在りし日の約束の夢,伝説の「純水の杯」を模して作られた華美な容器。最も純粋な人の願いを叶えるらしい。
UI_RelicIcon_15033_2,15033,ja,在りし日の空想の念,白銀と青い水晶で作られた、蝶の形をした羽飾り。遥か昔の永遠の誓いを象徴しているらしい。
UI_RelicIcon_15033_3,15033,ja,在りし日の伝奏の詩,かつてフォンテーヌの歌劇創作者の間で流行っていた礼帽。羽飾りのデザインは、伝説の純水騎士の兜のひもを参考にしたらしい。
UI_RelicIcon_15033_4,15033,ja,在りし日の遺失の契,海紋石と蒼銀で作られた枯れない花。今でも抵抗者の象徴とされているらしい。
UI_RelicIcon_15033_5,15033,ja,在りし日の余韻の音,青金石と水玉で作られた、変わった形をした砂時計。設計のアイデアはペトリコール町の時計台に由来しているらしい。
UI_RelicIcon_15033_1,15033,ko,지난날 약속했던 꿈,전설 속 「순수한 물의 잔」의 형태를 모방해 만든 화려한 잔. 가장 순수한 사람의 소망을 이뤄줄 수 있다고 한다
UI_RelicIcon_15033_2,15033,ko,지난날 떠오른 생각,백은과 푸른 수정으로 만든 나비 모양의 깃털 장식. 먼 옛날 영원히 헤어지지 않겠다는 맹세를 상징했다고 한다
UI_RelicIcon_15033_3,15033,ko,지난날 읊던 시,한때 폰타인의 오페라 창작자들 사이에서 유행했던 모자. 깃털 장식 디자인은 전설 속 물의 기사의 투구 장식끈을 참고했다고 한다
UI_RelicIcon_15033_4,15033,ko,지난날 사라진 맹세,라리마와 푸른 은으로 만든 시들지 않는 꽃. 지금도 여전히 저항하는 자의 상징으로 여겨진다
UI_RelicIcon_15033_5,15033,ko,지난날 에돌던 소리,청금석과 물수정으로 만든 기이한 모양의 모래시계. 페트리코 마을의 종탑에서 영감을 받아 만들었다고 한다
UI_RelicIcon_10011_1,10011,zh,幸运儿之杯,精致的金属器皿，曾经被用来打趴了夜盗。
UI_RelicIcon_10011_2,10011,zh,幸运儿鹰羽,挡在面前的魔物却被捕食的鹰隼盯上，偶尔能带来这种程度运气的翎羽。
UI_RelicIcon_10011_3,10011,zh,幸运儿银冠,原本坠入落穴，却是被驱逐的旧宗族藏宝的地窖。是那次经历的纪念品。
UI_RelicIcon_10011_4,10011,zh,幸运儿绿花,无忧无虑地生长在原野里的四叶绿花，被采是因为能带来幸运之说。
UI_RelicIcon_10011_5,10011,zh,幸运儿沙漏,因为破洞而空空如也的沙漏。时光流逝对无忧无虑的人没有意义。
UI_RelicIcon_10011_1,10011,en,Lucky Dog's Goblet,An exquisite metallic vessel that was once used to knock out a thief.
UI_RelicIcon_10011_2,10011,en,Lucky Dog's Eagle Feather,"A monster once cornered an adventurer, but was then picked off by a hunting eagle... That eagle dropped this feather, which now carries some of the adventurer's good luck."
UI_RelicIcon_10011_3,10011,en,Lucky Dog's Silver Circlet,Its former owner once fell into a cave and found the treasure trove of an exiled royal. This is a souvenir from that incident.
UI_RelicIcon_10011_4,10011,en,Lucky Dog's Clover,A four-leaf clover that grows in the wild. It was picked because it is said to bring good luck.
UI_RelicIcon_10011_5,10011,en,Lucky Dog's Hourglass,"A broken hourglass from which all the sand has escaped. But it's fine, because the passage of time means nothing to someone without a single worry in the whole world."
UI_RelicIcon_10011_1,10011,ja,幸運のコップ,繊細な作りをした金属容器、泥棒退治に使われたこともあるとか。
UI_RelicIcon_10011_2,10011,ja,幸運の鷹の羽根,襲ってくる魔物は鷹の捕食対象になった…そういう幸運をもたらす羽根である。
UI_RelicIcon_10011_3,10011,ja,幸運の冠,穴に落ちたと思ったら、貴族の宝庫を発見した。これはまさにその記念品である。
UI_RelicIcon_10011_4,10011,ja,幸運のクローバー,気ままに成長した四つ葉のクローバーは幸運の象徴である。
UI_RelicIcon_10011_5,10011,ja,幸運の砂時計,穴が開いて中身が空っぽになった砂時計。時間の流れは気ままに生きる人にとって何の意味もない。
UI_RelicIcon_10011_1,10011,ko,행운아의 잔,정교한 금속 그릇. 밤에 찾아오는 도둑을 때려눕히는 데 사용되기도 했다
UI_RelicIcon_10011_2,10011,ko,행운아의 독수리깃,앞을 가로막는 마물이 오히려 사냥감을 찾는 매의 눈에 포착되는 정도의 운을 가져다주는 깃털
UI_RelicIcon_10011_3,10011,ko,행운아의 은관,우연히 떨어진 구멍이 추방된 옛 종족의 보물이 숨겨진 땅굴이었다. 그때에 얻은 기념품이다
UI_RelicIcon_10011_4,10011,ko,행운아의 네 잎 클로버,들판에서 걱정 없이 자라는 네 잎 클로버. 꺾인 건 행운이 가져다 온다는 설이 있기 때문이다
UI_RelicIcon_10011_5,10011,ko,행운아의 모래시계,구멍이 뚫려 텅 빈 모래시계. 흐르는 시간은 아무런 걱정이 없는 사람에게 의미가 없다
UI_RelicIcon_10001_1,10001,zh,异国之盏,朴素的白瓷酒杯，曾经盈满了欢愉的酒水。
UI_RelicIcon_10001_2,10001,zh,归乡之羽,蓝色的箭羽，其上凝结着旅人消逝远去的眷恋。
UI_RelicIcon_10001_3,10001,zh,感别之冠,散发着春风气息的柳冠。
UI_RelicIcon_10001_4,10001,zh,故人之心,玉蓝色的小花，花茎上扎着谁人的丝带。
UI_RelicIcon_10001_5,10001,zh,逐光之石,饱经沧桑的时晷，永远在静默地记录着日月循环。
UI_RelicIcon_10001_1,10001,en,Goblet of the Sojourner,A plain porcelain goblet that was once brimming with joyous brews.
UI_RelicIcon_10001_2,10001,en,Feather of Homecoming,A blue arrow fletching imbued with the sentiment of travelers that had once faded into the horizon.
UI_RelicIcon_10001_3,10001,en,Crown of Parting,A reed coronet that emanates the spring breeze.
UI_RelicIcon_10001_4,10001,en,Heart of Comradeship,A small cerulean flower with somebody's ribbon pinned to the stem.
UI_RelicIcon_10001_5,10001,en,Sundial of the Sojourner,"A sundial that has survived the ages, always silently recording the cycles of the sun and moon as they pass through the sky."
UI_RelicIcon_10001_1,10001,ja,異国の杯,素朴な白い磁器の酒盃、かつては歓喜のお酒に満ちていた。
UI_RelicIcon_10001_2,10001,ja,帰郷の羽,青い矢羽、その中に旅人の消えていった眷恋が宿っている。
UI_RelicIcon_10001_3,10001,ja,別離の冠,春の気配が漂う柳の冠。
UI_RelicIcon_10001_4,10001,ja,故人の心,藍色の小花、花茎に誰かのリボンがついている。
UI_RelicIcon_10001_5,10001,ja,逐光の石,世の移り変わりを経験してきた日時計、永遠に静かに時の循環を記録している。
UI_RelicIcon_10001_1,10001,ko,이국의 술잔,한때 이 소박한 백자 술잔엔 기쁨의 술이 가득 차 있었다
UI_RelicIcon_10001_2,10001,ko,귀향의 깃털,푸른색 화살 깃 위에 나그네의 저 멀리 떠나가는 미련이 서려 있다
UI_RelicIcon_10001_3,10001,ko,이별의 모자,봄바람의 기운을 발산하는 버드나무 왕관
UI_RelicIcon_10001_4,10001,ko,옛 벗의 마음,푸른빛의 작은 꽃. 꽃줄기에 오래된 누군가의 리본이 묶여있다
UI_RelicIcon_10001_5,10001,ko,빛을 좇는 돌,산전수전 다 겪은 돌시계는 언제나 고요 속에서 일월순환을 기록한다
UI_RelicIcon_10002_1,10002,zh,勇士的壮行,木制的粗糙容器，其中空洞洞地盛满了回忆。
UI_RelicIcon_10002_2,10002,zh,勇士的期许,明亮的鸣禽翎羽。能带来小小的勇气。
UI_RelicIcon_10002_3,10002,zh,勇士的冠冕,粗略编成的草环。对一些人而言，就像王者的金冠一样贵重吧。
UI_RelicIcon_10002_4,10002,zh,勇士的勋章,别在胸前的朴实小花，是一次冒险后得到的纪念品。
UI_RelicIcon_10002_5,10002,zh,勇士的坚毅,老旧的微型沙漏，不具有实用性。与岁月一样不可捉摸。
UI_RelicIcon_10002_1,10002,en,Outset of the Brave,A crude wooden vessel filled only with memories.
UI_RelicIcon_10002_2,10002,en,Prospect of the Brave,A shimmering feather from a songbird that brings a nudge of courage to its wearer.
UI_RelicIcon_10002_3,10002,en,Crown of the Brave,A rough-and-ready laurel wreath that seems as precious as a king's golden crown.
UI_RelicIcon_10002_4,10002,en,Medal of the Brave,A simple flower brooch that is a keepsake from someone's first adventure.
UI_RelicIcon_10002_5,10002,en,Fortitude of the Brave,A dated miniature hourglass that serves no practical purpose. It seems as elusive as time itself.
UI_RelicIcon_10002_1,10002,ja,勇士の壮行,雑な木製の容器、中には思い出がたくさんある。
UI_RelicIcon_10002_2,10002,ja,勇士の期待,明るいスズメの羽根。小さな勇気をもたらしてくれる。
UI_RelicIcon_10002_3,10002,ja,勇士の冠,粗雑に編まれた草の冠。一部の人にとって、この冠は金の冠ように貴重だろう。
UI_RelicIcon_10002_4,10002,ja,勇士の勲章,胸元につける素朴な小花、冒険の後に入手した記念品である。
UI_RelicIcon_10002_5,10002,ja,勇士の毅然,古くて小さな砂時計、実用性がない。時の流れのように不思議である。
UI_RelicIcon_10002_1,10002,ko,용사의 환송,나무로 만들어진 텅 빈 거친 용기에 추억이 가득 담겨 있다
UI_RelicIcon_10002_2,10002,ko,용사의 기대,밝은 명금의 깃털.작은 용기를 가져다준다
UI_RelicIcon_10002_3,10002,ko,용사의 모자,대충 엮은 풀고리.일부 사람들에게는 왕의 금관처럼 소중하다
UI_RelicIcon_10002_4,10002,ko,용사의 훈장,"가슴에 달려있는 소박한 꽃, 한 번의 모험 끝에 얻은 기념품이다"
UI_RelicIcon_10002_5,10002,ko,용사의 강인함,이 실용성이 없는 낡은 소형 모래시계는 세월과 같이 종잡을 수 없다
UI_RelicIcon_15037_1,15037,zh,游学者的爪杯,造型酷似龙爪的奇异酒杯，制作者想必有其特殊的考虑吧。
UI_RelicIcon_15037_2,15037,zh,巡山客的信标,巡山客用来标记道路的信标，像是鸟羽的形状竖立在路边相当显眼。
UI_RelicIcon_15037_3,15037,zh,魔战士的羽面,如同鹰隼一般的羽面，围绕着它曾有过许许多多的传说。
UI_RelicIcon_15037_4,15037,zh,驯兽师的护符,用燧石与龙晶镌刻而成的花，意味着佩戴者已获得成为驯兽师的资格。
UI_RelicIcon_15037_5,15037,zh,秘术家的金盘,太阳形状的金盘，上面装饰的龙纹似乎象征着生与死的循环。
UI_RelicIcon_15037_1,15037,en,Wandering Scholar's Claw Cup,A strange goblet strikingly similar in shape to a dragon's claw. Its maker must have made it with something special in mind.
UI_RelicIcon_15037_2,15037,en,Mountain Ranger's Marker,A signal used by mountain rangers to mark out paths. Their bird-feather shapes make them very eye-catching indeed.
UI_RelicIcon_15037_3,15037,en,Demon-Warrior's Feather Mask,A feather mask with falcon-esque plumage. Many legends surround this object.
UI_RelicIcon_15037_4,15037,en,Beast Tamer's Talisman,"A flower carved from flint and Drakite, signifying that its bearer is qualified to become a beast tamer."
UI_RelicIcon_15037_5,15037,en,Mystic's Gold Dial,A golden disc shaped like a sun. The draconic patterns on it seem to symbolize the cycle of life and death.
UI_RelicIcon_15037_1,15037,ja,遊学者の爪型杯,竜の爪のような形をした奇妙な盃。製造者にはきっと特別な意図があったのだろう。
UI_RelicIcon_15037_2,15037,ja,登山者の標,登山者が道を示すために使う標。鳥の羽根のような形をしており、道端に立っていると、ひときわ目立つ。
UI_RelicIcon_15037_3,15037,ja,呪戦士の羽面,羽を使って作られた、鷹に似た面。多くの伝説が残されている。
UI_RelicIcon_15037_4,15037,ja,獣使いの護符,火打ち石と竜晶を彫って作られた花。これを身に付ける者は、獣使いとしての資格を得たとされる。
UI_RelicIcon_15037_5,15037,ja,秘術家の金皿,太陽の形をした金の皿。龍の模様は、まるで生と死の循環を象徴しているようだ。
UI_RelicIcon_15037_1,15037,ko,떠돌이 학자의 용 술잔,용발바닥처럼 생긴 독특한 술잔. 제작자는 특별한 이유로 이렇게 만든 것 같다
UI_RelicIcon_15037_2,15037,ko,산 순찰자의 표지,산 순찰자가 길을 표시하는 데 쓰는 표지. 세로로 꽂힌 깃털 같아서 눈에 잘 띈다
UI_RelicIcon_15037_3,15037,ko,마전사의 깃털 가면,매처럼 생긴 깃털 가면. 무수한 전설을 담고 있다
UI_RelicIcon_15037_4,15037,ko,훈련사의 부적,부싯돌과 흑요석으로 만든 꽃. 착용자가 훈련사의 자격을 얻었다는 것을 의미한다
UI_RelicIcon_15037_5,15037,ko,비술사의 금 원반,태양 모양의 황금 원반. 위에 새겨진 용 문양은 삶과 죽음의 순환을 상징하는 것 같다
UI_RelicIcon_10006_1,10006,zh,武人的酒杯,稍微有些精致的酒杯，是仅在武人上场前使用的仪式器具。
UI_RelicIcon_10006_2,10006,zh,武人的羽饰,随处可见的鸟类落毛，高手用来练习力道，新手则用来制成扇子。
UI_RelicIcon_10006_3,10006,zh,武人的头巾,入门第一件事，精气神。绑上头巾，随时提醒自己勿忘这三字。
UI_RelicIcon_10006_4,10006,zh,武人的红花,唯独此种红花能让武人暂时忘却痛苦。
UI_RelicIcon_10006_5,10006,zh,武人的水漏,进行耐力锻炼时计时的小道具，比沙漏的流转更加稳定。
UI_RelicIcon_10006_1,10006,en,Martial Artist's Wine Cup,A rather exquisite wine cup used in pre-combat rituals.
UI_RelicIcon_10006_2,10006,en,Martial Artist's Feather Accessory,"A common bird feather. Experts use it to practice strength control, while rookies use it to make fans."
UI_RelicIcon_10006_3,10006,en,Martial Artist's Bandana,"The first lesson as an apprentice: Vigor, Strength, Will. These words are written on the bandana so you'll never forget them."
UI_RelicIcon_10006_4,10006,en,Martial Artist's Red Flower,This particular kind of red flower was the only thing that could alleviate the Martial Artist's pain.
UI_RelicIcon_10006_5,10006,en,Martial Artist's Water Hourglass,A tool to keep track of time in endurance training. It is more accurate and reliable than a regular hourglass.
UI_RelicIcon_10006_1,10006,ja,武人の酒器,繊細な作りをした金属の杯、武人が出陣する前に使う儀式の道具でしかない。
UI_RelicIcon_10006_2,10006,ja,武人の羽飾り,どこにもある鳥の羽根、熟練者はそれを鍛錬に使い、初心者はそれを扇子の素材に使う。
UI_RelicIcon_10006_3,10006,ja,武人のバンダナ,武人としての基本は精·気·神。バンダナをつけて、この三文字を忘れないようにする。
UI_RelicIcon_10006_4,10006,ja,武人の赤い花,武芸を習う者は花を好まないが、この痛みを麻痺させる赤い花だけは別だ。
UI_RelicIcon_10006_5,10006,ja,武人の水時計,忍耐力を鍛える時、時間を計るために使う小道具。砂時計より安定している。
UI_RelicIcon_10006_1,10006,ko,무인의 술잔,이 정교해 보이는 술잔은 무인이 등장하기 전에만 사용되는 의식 도구이다
UI_RelicIcon_10006_2,10006,ko,무인의 깃털장식,"도처에서 볼 수 있는 땅에 떨어진 새의 깃털, 고수들은 힘 조절 연습을 하는데 사용하고, 신참들은 부채를 만드는데 사용한다"
UI_RelicIcon_10006_3,10006,ko,무인의 두건,"입문 후 첫 번째로 해야 할 일은 두건을 묶어 수시로 자신에게 ""정.기.신."" 이 세 글자를 일깨우는 것이다"
UI_RelicIcon_10006_4,10006,ko,무인의 붉은 꽃,이런 붉은 꽃만이 무인에게 잠시나마 고통을 잊게 해준다
UI_RelicIcon_10006_5,10006,ko,무인의 물시계,"지구력 훈련할 때 사용하는 소도구, 모래시계의 흐름보다 안정적이다"
UI_RelicIcon_15006_1,15006,zh,魔女的心之火,烟绯专用
UI_RelicIcon_15006_2,15006,zh,魔女常燃之羽,烟绯专用
UI_RelicIcon_15006_3,15006,zh,焦灼的魔女帽,烟绯专用
UI_RelicIcon_15006_4,15006,zh,魔女的炎之花,烟绯专用
UI_RelicIcon_15006_5,15006,zh,魔女破灭之时,烟绯专用
UI_RelicIcon_15006_1,15006,en,Witch's Heart Flames,""
UI_RelicIcon_15006_2,15006,en,Witch's Ever-Burning Plume,""
UI_RelicIcon_15006_3,15006,en,Witch's Scorching Hat,""
UI_RelicIcon_15006_4,15006,en,Witch's Flower of Blaze,""
UI_RelicIcon_15006_5,15006,en,Witch's End Time,""
UI_RelicIcon_15006_1,15006,ja,魔女の心の炎,""
UI_RelicIcon_15006_2,15006,ja,魔女の炎の羽根,""
UI_RelicIcon_15006_3,15006,ja,焦げた魔女の帽子,""
UI_RelicIcon_15006_4,15006,ja,魔女の炎の花,""
UI_RelicIcon_15006_5,15006,ja,魔女の破滅の時,""
UI_RelicIcon_15006_1,15006,ko,마녀 마음속의 불꽃,""
UI_RelicIcon_15006_2,15006,ko,마녀의 불타는 깃털,""
UI_RelicIcon_15006_3,15006,ko,불타오르는 마녀 모자,""
UI_RelicIcon_15006_4,15006,ko,마녀의 염화 꽃,""
UI_RelicIcon_15006_5,15006,ko,마녀의 파멸의 시간,""
UI_RelicIcon_15021_1,15021,zh,梦醒之瓢,待定
UI_RelicIcon_15021_2,15021,zh,华馆之羽,待定
UI_RelicIcon_15021_3,15021,zh,形骸之笠,待定
UI_RelicIcon_15021_4,15021,zh,荣花之期,待定
UI_RelicIcon_15021_5,15021,zh,众生之谣,待定
UI_RelicIcon_15021_1,15021,en,Calabash of Awakening,""
UI_RelicIcon_15021_2,15021,en,Plume of Luxury,""
UI_RelicIcon_15021_3,15021,en,Skeletal Hat,""
UI_RelicIcon_15021_4,15021,en,Bloom Times,""
UI_RelicIcon_15021_5,15021,en,Song of Life,""
UI_RelicIcon_15021_1,15021,ja,夢醒の瓢箪,""
UI_RelicIcon_15021_2,15021,ja,華館の羽,""
UI_RelicIcon_15021_3,15021,ja,形骸の笠,""
UI_RelicIcon_15021_4,15021,ja,栄花の期,""
UI_RelicIcon_15021_5,15021,ja,衆生の歌,""
UI_RelicIcon_15021_1,15021,ko,꿈에서 깬 조롱박,""
UI_RelicIcon_15021_2,15021,ko,화관(華館)의 깃털,""
UI_RelicIcon_15021_3,15021,ko,형해의 삿갓,""
UI_RelicIcon_15021_4,15021,ko,영광의 꽃의 시간,""
UI_RelicIcon_15021_5,15021,ko,중생의 노래,""
UI_RelicIcon_15010_3,15010,zh,祭水礼冠,在古老的时代，司祭祀之人佩戴的礼冠。因为常年浸没在水中，具有奇妙的抗性。
UI_RelicIcon_15010_3,15010,en,Tiara of Torrents,"A tiara worn by those tasked with offering sacrifices in ancient times. Because it was submerged in water year in and year out, it possesses remarkable resistance."
UI_RelicIcon_15010_3,15010,ja,水祭りの冠,大昔の時代の司祭が使用していた冠。長年水に浸かっていたため、不思議な耐性を持っている。
UI_RelicIcon_15010_3,15010,ko,제수의 관,옛날 옛적에 사제를 지낸 사람이 쓰던 예관(禮冠). 오랫동안 물속에 잠겨있어 기묘한 내성이 생겼다
UI_RelicIcon_15039_1,15039,zh,未吹响的号角,过去曾用来召集守誓之人的号角，如今早已失去其作用。
UI_RelicIcon_15039_2,15039,zh,夜鸣莺的尾羽,用夜莺的羽毛精心制成的帽饰，据说其形制由最初的铸灯者所定下。
UI_RelicIcon_15039_3,15039,zh,被浸染的缨盔,古老而沉重的头盔，是标识了北方古老战士家系的传承之物。
UI_RelicIcon_15039_4,15039,zh,执灯人的誓词,执灯士所佩戴的铁花，象征着此人曾发下永世守望的重誓。
UI_RelicIcon_15039_5,15039,zh,不死者的哀铃,漫步黑渊的战士所携带的铜铃，在无光的夜里常常能听到它的哀鸣。
UI_RelicIcon_15039_1,15039,en,A Horn Unwinded,A horn that was once used to summon those who had sworn oaths. It has long since lost its purpose.
UI_RelicIcon_15039_2,15039,en,Nightingale's Tail Feather,A hat ornament intricately crafted from the feathers of a nightingale. They say that its form was first conceived by the original Torchforger.
UI_RelicIcon_15039_3,15039,en,Dyed Tassel,An ancient heavy helmet. It is an heirloom that bears the mark of a venerable lineage of northern warriors.
UI_RelicIcon_15039_4,15039,en,Lightkeeper's Pledge,A metal flower that was worn by the Ratniki. It symbolizes the oath of eternal vigilance taken by its original owner.
UI_RelicIcon_15039_5,15039,en,Undying One's Mourning Bell,A bronze bell that was carried by a warrior who walked through the dark abyss. Its peal can be heard on pitch-black nights.
UI_RelicIcon_15039_1,15039,ja,未だ鳴らざる笛,かつて、誓約を交わした者を召集するための角笛。今はもう使われていない。
UI_RelicIcon_15039_2,15039,ja,夜鳴鶯の尾羽,夜鳴鶯の羽根を使って作られた帽子の飾り。その形は最初のライトブリンガーが決めたものらしい。
UI_RelicIcon_15039_3,15039,ja,染められし羽兜,古くて重い兜。北の古い戦士一族に受け継がれる象徴物である。
UI_RelicIcon_15039_4,15039,ja,ライトキーパーの誓い,ライトキーパーが身につけていた鉄の花。永遠に見守るという誓いを示している。
UI_RelicIcon_15039_5,15039,ja,不死者の弔鐘,黒淵を歩く戦士が携帯する銅の鈴。光のない夜に、その悲鳴がよく耳に届く。
UI_RelicIcon_15039_1,15039,ko,울리지 않는 나팔,과거 맹세를 지키는 자를 소집하는 데 사용되었던 나팔. 지금은 그 기능을 잃었다
UI_RelicIcon_15039_2,15039,ko,밤꾀꼬리의 꽁지깃,밤꾀꼬리의 깃털로 정교하게 만들어진 모자 장식. 모양은 최초의 등 제작자가 정했다고 한다
UI_RelicIcon_15039_3,15039,ko,피로 물든 투구,무겁고 오래된 투구. 고대 북방 전사 가문을 상징하는 계승물이다
UI_RelicIcon_15039_4,15039,ko,등지기의 맹세,등지기가 착용하던 철제 꽃. 영원히 지키겠다는 등지기의 맹세를 상징한다
UI_RelicIcon_15039_5,15039,ko,죽지 않는 자의 종소리,심연을 거니는 전사가 휴대한 구리 방울. 빛이 없는 밤에 종종 이것의 울음소리가 들린다
UI_RelicIcon_15017_1,15017,zh,盟誓金爵,迪奥娜专用
UI_RelicIcon_15017_2,15017,zh,昭武翎羽,迪奥娜专用
UI_RelicIcon_15017_3,15017,zh,将帅兜鍪,迪奥娜专用
UI_RelicIcon_15017_4,15017,zh,勋绩之花,迪奥娜专用
UI_RelicIcon_15017_5,15017,zh,金铜时晷,迪奥娜专用
UI_RelicIcon_15017_1,15017,en,Noble's Pledging Vessel,""
UI_RelicIcon_15017_2,15017,en,Ceremonial War-Plume,""
UI_RelicIcon_15017_3,15017,en,General's Ancient Helm,""
UI_RelicIcon_15017_4,15017,en,Flower of Accolades,""
UI_RelicIcon_15017_5,15017,en,Orichalceous Time-Dial,""
UI_RelicIcon_15017_1,15017,ja,誓いの金杯,""
UI_RelicIcon_15017_2,15017,ja,昭武の羽根,""
UI_RelicIcon_15017_3,15017,ja,将帥の兜,""
UI_RelicIcon_15017_4,15017,ja,偉勲の花,""
UI_RelicIcon_15017_5,15017,ja,金銅の日時計,""
UI_RelicIcon_15017_1,15017,ko,맹세의 금잔,""
UI_RelicIcon_15017_2,15017,ko,소무의 깃털,""
UI_RelicIcon_15017_3,15017,ko,장수의 투구,""
UI_RelicIcon_15017_4,15017,ko,공로의 꽃,""
UI_RelicIcon_15017_5,15017,ko,금동의 해시계,""
UI_RelicIcon_10003_1,10003,zh,守护之皿,金属的容器。可以用来装某种能排遣漫长守望带来的孤独的液体。
UI_RelicIcon_10003_2,10003,zh,守护徽印,象征着某人「渴望成为坚盾」的羽形别针。
UI_RelicIcon_10003_3,10003,zh,守护束带,被夜色染得靛青的织物。能在紧急时充当绷带。
